customer_id,orders_placed,total_spend,is_premium,pet_type
141,1,2909,True,Cat
142,2,4552,True,Dog
143,2,3779,True,Dog
144,1,179,False,Dog
145,3,3074,False,Dog
146,1,111,False,Cat
147,2,1830,True,Cat
148,4,6626,True,Dog
149,4,4714,True,Dog
150,2,6024,True,Cat
151,1,924,True,Cat
152,0,0,False,Dog
153,0,0,False,Cat
154,1,507,True,Dog
155,2,4162,True,Cat
156,2,1973,False,Cat
157,2,2363,False,Dog
158,0,0,True,Cat
159,2,1183,True,Both
160,3,5168,False,Dog
161,1,2195,False,Cat
162,3,3306,False,Dog
163,1,3339,False,Cat
164,2,686,False,Dog
165,2,956,True,Dog
166,0,0,False,Dog
167,1,3286,True,Cat
168,0,0,True,Both
169,2,7156,True,Dog
170,2,1866,False,Cat
171,1,615,False,Dog
172,1,1347,False,Dog
173,3,7989,False,Cat
174,0,0,False,Cat
175,4,3440,True,Dog
176,1,261,True,Dog
177,3,3535,False,Dog
178,5,11323,False,Cat
179,3,6762,True,Cat
180,0,0,True,Dog
181,1,3123,False,Dog
182,0,0,True,Both
183,2,1727,False,Cat
184,0,0,False,Dog
185,1,926,False,Dog
186,1,1352,True,Dog
187,0,0,True,Cat
188,0,0,True,Dog
189,4,5982,False,Dog
190,2,3358,True,Both
191,2,1787,True,Both
192,0,0,True,Dog
193,3,5648,True,Dog
194,0,0,False,Dog
195,0,0,False,Dog
196,1,2594,True,Cat
197,2,1568,True,Cat
198,0,0,True,Dog
199,2,4458,True,Cat
200,4,6444,False,Cat
201,2,3122,False,Dog
202,2,4806,False,Cat
203,2,1147,False,Cat
204,4,5891,True,Dog
205,3,4376,True,Cat
206,2,1987,True,Cat
207,3,2129,False,Cat
208,0,0,False,Both
209,0,0,False,Cat
210,1,3339,False,Cat
211,0,0,False,Cat
212,2,4391,False,Dog
213,0,0,True,Dog
214,1,2735,False,Cat
215,1,188,False,Dog
216,1,1487,True,Dog
217,1,1064,False,Cat
218,1,169,True,Cat
219,2,4629,True,Dog
220,3,4824,True,Dog
221,0,0,False,Both
222,2,3566,False,Dog
223,3,1532,False,Both
224,0,0,True,Dog
225,0,0,False,Dog
226,0,0,False,Dog
227,0,0,False,Dog
228,1,3021,False,Dog
229,0,0,False,Cat
230,2,1305,True,Both
231,0,0,True,Dog
232,1,1225,False,Cat
233,0,0,False,Cat
234,0,0,False,Dog
235,1,124,True,Cat
236,1,897,True,Both
237,1,1095,True,Cat
238,4,4239,False,Cat
239,1,1946,False,Cat
240,2,1332,False,Cat
241,3,6092,True,Cat
242,0,0,True,Dog
243,1,790,True,Dog
244,1,701,True,Dog
245,1,1767,False,Dog
246,1,522,True,Dog
247,2,1034,True,Dog
248,1,1236,True,Dog
249,1,3092,True,Both
250,1,564,False,Cat
251,2,1961,False,Dog
252,2,1455,False,Cat
253,3,4466,False,Both
254,0,0,True,Dog
255,0,0,True,Cat
256,0,0,False,Cat
257,0,0,False,Dog
258,1,742,False,Cat
259,1,488,False,Cat
260,1,2899,False,Cat
261,0,0,True,Cat
262,1,1424,False,Cat
263,3,4433,True,Cat
264,4,7090,True,Dog
265,0,0,False,Dog
266,0,0,True,Cat
267,2,2766,False,Both
268,2,4460,False,Cat
269,2,2885,False,Dog
270,1,1577,True,Dog
271,3,7873,False,Cat
272,3,5095,False,Cat
273,0,0,True,Both
274,2,2826,False,Dog
275,2,3861,False,Dog
276,2,4319,True,Dog
277,2,1682,False,Dog
278,1,1497,True,Dog
279,0,0,False,Cat
280,1,1714,False,Cat
281,1,412,False,Dog
282,0,0,True,Dog
283,0,0,False,Dog
284,0,0,False,Both
285,0,0,True,Dog
286,5,6377,True,Dog
287,3,6767,True,Cat
288,1,534,True,Dog
289,3,8051,False,Dog
290,1,893,True,Cat
291,2,2903,True,Cat
292,1,826,True,Dog
293,3,8103,True,Cat
294,2,3436,False,Cat
295,0,0,True,Dog
296,3,6416,True,Dog
297,2,3517,True,Dog
298,1,1302,True,Cat
299,1,2139,False,Cat
300,1,4460,True,Cat
301,1,522,True,Cat
302,0,0,True,Cat
303,0,0,True,Dog
304,0,0,False,Dog
305,2,2976,False,Both
306,1,247,True,Cat
307,2,3162,True,Dog
308,1,727,False,Cat
309,3,4864,False,Cat
310,3,2231,False,Dog
311,0,0,False,Dog
312,0,0,True,Dog
313,0,0,True,Dog
314,1,3110,False,Dog
315,0,0,False,Dog
316,0,0,False,Dog
317,2,3176,True,Dog
318,0,0,True,Cat
319,1,755,True,Cat
320,2,3903,True,Cat
321,1,4322,True,Both
322,2,2864,False,Dog
323,4,8040,False,Dog
324,3,3977,True,Dog
325,3,5026,False,Cat
326,1,1033,False,Dog
327,4,5208,True,Dog
328,1,1993,True,Dog
329,2,7813,False,Dog
330,1,605,False,Cat
331,0,0,False,Cat
332,1,179,False,Dog
333,0,0,True,Cat
334,2,1216,True,Both
335,2,2908,True,Dog
336,1,2478,True,Dog
337,3,4342,True,Cat
338,1,2000,False,Cat
339,1,247,False,Dog
340,0,0,False,Cat
341,1,3965,False,Dog
342,2,2597,False,Dog
343,1,1946,False,Cat
344,2,1492,False,Both
345,1,2000,False,Dog
346,0,0,False,Dog
347,2,2054,True,Dog
348,0,0,True,Cat
349,0,0,True,Dog
350,3,4344,True,Dog
351,1,1045,True,Dog
352,0,0,False,Cat
353,1,2881,False,Both
354,0,0,True,Dog
355,2,1642,False,Dog
356,0,0,True,Dog
357,0,0,True,Cat
358,3,4443,True,Cat
359,2,3258,False,Cat
360,2,5272,False,Cat
361,0,0,False,Cat
362,2,3736,False,Dog
363,0,0,True,Cat
364,2,5329,True,Cat
365,0,0,True,Dog
366,1,2269,False,Dog
367,2,3635,True,Cat
368,4,5202,False,Cat
369,2,2425,False,Cat
370,1,496,True,Cat
371,0,0,False,Dog
372,1,2692,True,Both
373,1,1735,False,Cat
374,2,4486,True,Dog
375,1,2102,True,Cat
376,1,1339,False,Cat
377,4,15428,True,Dog
378,1,226,True,Both
379,2,1424,True,Both
380,1,129,True,Cat
381,0,0,True,Dog
382,0,0,True,Dog
383,4,9322,False,Cat
384,0,0,False,Dog
385,1,311,True,Dog
386,1,2365,True,Dog
387,1,973,False,Cat
388,4,9783,False,Cat
389,1,2557,True,Cat
390,0,0,False,Dog
391,0,0,True,Both
392,0,0,False,Dog
393,3,3240,False,Both
394,2,3850,False,Both
395,0,0,True,Both
396,2,2155,False,Cat
397,2,3320,False,Dog
398,2,746,True,Cat
399,2,4179,True,Dog
400,1,2151,True,Cat
401,2,2970,True,Dog
402,0,0,False,Both
403,0,0,False,Cat
404,0,0,False,Dog
405,2,3377,True,Dog
406,0,0,True,Cat
407,0,0,False,Dog
408,0,0,True,Cat
409,2,2977,True,Both
410,1,1985,False,Cat
411,2,3967,False,Dog
412,0,0,False,Dog
413,3,4723,False,Dog
414,2,6355,False,Dog
415,1,996,True,Dog
416,2,5679,True,Cat
417,1,564,True,Dog
418,1,893,False,Both
419,4,9794,True,Cat
420,0,0,False,Dog
421,2,1530,False,Dog
422,1,1186,False,Cat
423,0,0,False,Cat
424,0,0,False,Dog
425,3,4701,False,Dog
426,3,3678,False,Dog
427,0,0,True,Dog
428,4,6806,True,Dog
429,3,3545,False,Cat
430,2,3091,True,Cat
431,1,2881,True,Cat
432,4,5261,False,Dog
433,0,0,False,Dog
434,1,1569,True,Dog
435,2,4783,False,Dog
436,2,5629,True,Dog
437,1,933,False,Dog
438,1,2597,True,Both
439,0,0,True,Cat
440,0,0,True,Cat
441,5,7659,True,Dog
442,1,3227,False,Dog
443,0,0,True,Cat
444,1,2744,False,Both
445,0,0,False,Dog
446,2,4682,False,Cat
447,0,0,True,Dog
448,0,0,False,Cat
449,1,949,True,Cat
450,1,258,False,Cat
451,1,1099,False,Both
452,2,1446,True,Cat
453,2,2570,False,Cat
454,3,6192,True,Cat
455,1,4266,True,Dog
456,1,3906,True,Dog
457,0,0,False,Both
458,2,1975,False,Cat
459,0,0,False,Cat
460,2,1236,True,Cat
461,1,308,True,Cat
462,2,4586,False,Cat
463,1,3895,True,Dog
464,3,2591,False,Both
465,2,4411,False,Dog
466,1,3207,False,Cat
467,0,0,True,Both
468,1,1424,True,Dog
469,4,6166,False,Dog
470,2,4100,True,Cat
471,2,2480,False,Cat
472,0,0,True,Dog
473,2,4983,False,Dog
474,0,0,True,Dog
475,0,0,False,Both
476,1,3324,False,Both
477,1,1484,True,Cat
478,1,2712,False,Both
479,1,2844,False,Cat
480,0,0,True,Cat
481,0,0,False,Dog
482,0,0,False,Cat
483,2,2705,False,Dog
484,0,0,False,Cat
485,1,4916,True,Dog
486,1,677,False,Cat
487,2,3744,False,Cat
488,1,1033,True,Cat
489,0,0,False,Dog
490,0,0,False,Dog
491,2,1817,True,Dog
492,2,2585,False,Dog
493,1,377,True,Cat
494,1,727,True,Both
495,1,1339,False,Both
496,0,0,False,Cat
497,1,169,True,Cat
498,2,1436,False,Dog
499,2,4874,False,Dog
500,0,0,True,Both
501,0,0,True,Dog
502,1,359,False,Cat
503,2,2405,True,Cat
504,1,3834,True,Both
505,0,0,True,Dog
506,3,4611,False,Cat
507,0,0,True,Cat
508,1,2973,False,Dog
509,1,3110,False,Both
510,2,4877,False,Dog
511,0,0,False,Both
512,1,3410,False,Both
513,2,1817,False,Dog
514,0,0,False,Dog
515,0,0,False,Cat
516,2,4956,False,Cat
517,0,0,False,Dog
518,0,0,True,Cat
519,2,4617,False,Cat
520,0,0,True,Dog
521,2,3818,True,Dog
522,0,0,False,Dog
523,1,3231,True,Cat
524,1,277,False,Both
525,3,6620,False,Both
526,4,5248,False,Dog
527,0,0,True,Cat
528,0,0,True,Cat
529,2,965,True,Cat
530,0,0,False,Cat
531,2,2920,True,Dog
532,0,0,False,Dog
533,1,502,False,Cat
534,1,367,True,Cat
535,0,0,True,Cat
536,0,0,True,Cat
537,0,0,False,Cat
538,4,6576,True,Dog
539,2,4374,False,Both
540,0,0,True,Dog
541,1,2773,False,Cat
542,2,5304,False,Cat
543,1,662,True,Dog
544,1,1327,True,Dog
545,0,0,True,Cat
546,1,2773,False,Both
547,2,1724,False,Dog
548,1,1497,False,Cat
549,2,2652,True,Cat
550,2,3267,True,Cat
551,2,3251,True,Dog
552,0,0,True,Dog
553,0,0,False,Cat
554,1,1545,False,Dog
555,3,3137,True,Cat
556,0,0,False,Dog
557,1,1211,False,Dog
558,0,0,True,Dog
559,1,669,True,Dog
560,1,240,True,Dog
561,2,4753,True,Both
562,1,1068,False,Dog
563,0,0,False,Both
564,1,982,True,Dog
565,1,2001,True,Cat
566,1,2151,True,Dog
567,1,2741,False,Cat
568,1,3231,False,Cat
569,0,0,True,Dog
570,0,0,True,Dog
571,1,1324,True,Dog
572,2,3984,True,Dog
573,1,2195,True,Cat
574,1,713,True,Dog
575,3,2651,True,Dog
576,0,0,False,Both
577,0,0,True,Cat
578,3,7118,True,Cat
579,2,5416,True,Dog
580,3,6654,False,Cat
581,0,0,False,Both
582,1,3895,False,Dog
583,0,0,False,Dog
584,1,1471,True,Cat
585,0,0,False,Both
586,4,9092,False,Cat
587,4,5844,True,Dog
588,2,3839,True,Cat
589,1,803,True,Dog
590,0,0,True,Dog
591,0,0,False,Dog
592,1,4490,True,Dog
593,1,2881,True,Both
594,1,1422,False,Cat
595,1,3884,False,Cat
596,2,3703,False,Cat
597,1,406,False,Dog
598,4,3990,False,Cat
599,1,711,True,Dog
600,0,0,True,Cat
601,3,5216,False,Cat
602,1,1795,True,Dog
603,0,0,False,Cat
604,3,5614,False,Cat
605,0,0,False,Both
606,0,0,True,Cat
607,1,742,True,Cat
608,1,202,True,Both
609,2,1024,True,Both
610,2,4187,True,Dog
611,0,0,False,Dog
612,4,6744,False,Dog
613,0,0,False,Cat
614,1,387,False,Dog
615,2,4755,True,Cat
616,1,263,True,Both
617,3,2479,False,Dog
618,1,1706,True,Dog
619,1,4123,True,Both
620,2,4671,True,Dog
621,0,0,False,Dog
622,1,1071,True,Cat
623,5,8053,True,Cat
624,1,1422,True,Both
625,0,0,False,Cat
626,1,1032,True,Both
627,1,240,True,Both
628,1,526,True,Cat
629,1,496,False,Dog
630,4,5129,False,Cat
631,2,2588,False,Dog
632,3,3601,True,Dog
633,0,0,False,Cat
634,0,0,False,Dog
635,2,3570,False,Dog
636,0,0,False,Dog
637,1,2450,True,Cat
638,1,7742,True,Dog
639,1,548,False,Cat
640,0,0,True,Dog
641,3,3006,True,Dog
642,0,0,False,Dog
643,0,0,True,Cat
644,1,926,True,Dog
645,0,0,False,Cat
646,4,5475,True,Dog
647,1,258,True,Both
648,2,2742,False,Dog
649,1,308,True,Dog
650,3,4316,False,Dog
651,4,2935,False,Cat
652,4,3516,True,Cat
653,1,1985,True,Dog
654,3,3110,False,Dog
655,1,1463,True,Dog
656,2,5593,False,Dog
657,1,1992,False,Dog
658,1,2138,True,Cat
659,1,1321,False,Dog
660,0,0,True,Both
661,1,1779,False,Cat
662,3,816,True,Dog
663,2,1131,False,Cat
664,1,1794,False,Dog
665,0,0,False,Dog
666,0,0,False,Dog
667,1,1123,True,Dog
668,1,1427,True,Cat
669,1,2548,False,Cat
670,3,2840,True,Both
671,2,2490,True,Dog
672,0,0,True,Dog
673,2,5845,True,Both
674,0,0,True,Dog
675,4,4708,False,Dog
676,1,2461,False,Cat
677,1,1217,False,Cat
678,1,623,True,Dog
679,0,0,True,Cat
680,1,554,True,Dog
681,1,1454,True,Cat
682,1,284,False,Cat
683,1,1779,True,Dog
684,3,3477,True,Cat
685,1,188,True,Dog
686,4,7770,True,Dog
687,1,1327,True,Dog
688,2,800,False,Cat
689,0,0,True,Dog
690,1,688,True,Dog
691,1,979,True,Cat
692,0,0,True,Dog
693,2,2755,True,Dog
694,0,0,True,Dog
695,4,6127,False,Dog
696,0,0,True,Cat
697,1,784,False,Dog
698,1,1033,True,Cat
699,2,2692,False,Dog
700,1,1225,False,Cat
701,0,0,True,Dog
702,1,1495,True,Dog
703,1,998,False,Dog
704,0,0,True,Cat
705,0,0,True,Cat
706,2,3176,False,Dog
707,2,3889,False,Cat
708,0,0,True,Dog
709,0,0,True,Cat
710,4,6330,False,Cat
711,1,474,True,Cat
712,2,1273,True,Dog
713,1,466,False,Cat
714,2,358,False,Cat
715,2,6827,True,Cat
716,0,0,True,Both
717,1,258,True,Cat
718,2,2799,True,Dog
719,5,6084,False,Dog
720,3,6739,True,Dog
721,1,1283,False,Cat
722,0,0,False,Cat
723,4,4712,True,Dog
724,2,1448,True,Both
725,1,1837,True,Dog
726,3,6248,False,Dog
727,1,1007,False,Cat
728,1,1033,True,Cat
729,0,0,True,Cat
730,2,1360,False,Both
731,0,0,True,Dog
732,1,1427,True,Both
733,0,0,False,Dog
734,1,885,True,Dog
735,3,4871,False,Cat
736,3,6410,True,Dog
737,2,3756,True,Cat
738,4,8277,True,Cat
739,1,1370,False,Dog
740,0,0,True,Dog
741,2,5541,True,Dog
742,2,4531,True,Dog
743,3,6562,True,Cat
744,1,571,True,Cat
745,1,1367,True,Dog
746,0,0,True,Cat
747,1,3870,True,Cat
748,0,0,False,Cat
749,1,371,False,Cat
750,0,0,False,Dog
751,1,226,True,Dog
752,1,4348,False,Cat
753,1,571,False,Cat
754,0,0,True,Dog
755,0,0,False,Cat
756,1,164,False,Dog
757,0,0,False,Cat
758,2,3481,True,Dog
759,1,2594,False,Dog
760,2,4189,False,Dog
761,4,4776,True,Cat
762,3,4115,True,Dog
763,1,142,True,Cat
764,4,3066,True,Cat
765,1,1225,True,Dog
766,0,0,False,Cat
767,0,0,True,Cat
768,1,571,True,Cat
769,5,6324,False,Both
770,1,968,True,Dog
771,1,1318,False,Dog
772,1,1900,True,Dog
773,0,0,True,Cat
774,2,2835,False,Cat
775,1,1422,True,Dog
776,2,4878,True,Cat
777,0,0,False,Dog
778,1,669,True,Both
779,1,4087,True,Cat
780,2,4724,False,Dog
781,3,2102,True,Cat
782,2,4753,True,Dog
783,0,0,False,Dog
784,2,3761,False,Dog
785,0,0,False,Dog
786,2,2207,False,Cat
787,0,0,True,Both
788,2,2669,True,Dog
789,0,0,False,Cat
790,1,2309,False,Cat
791,0,0,False,Dog
792,0,0,False,Both
793,3,2542,False,Dog
794,2,4756,True,Cat
795,1,1208,False,Dog
796,1,4040,False,Cat
797,2,3340,False,Both
798,2,3675,False,Cat
799,1,1794,True,Cat
800,1,220,True,Dog
801,2,1094,False,Dog
802,1,1068,False,Dog
803,0,0,False,Cat
804,1,1222,True,Dog
805,2,3558,True,Cat
806,1,284,False,Cat
807,1,376,False,Dog
808,0,0,False,Dog
809,1,4087,True,Cat
810,0,0,True,Dog
811,0,0,True,Dog
812,2,3631,True,Cat
813,2,3757,True,Cat
814,0,0,True,Dog
815,1,768,True,Both
816,1,1565,True,Both
817,2,2188,False,Dog
818,1,1224,True,Dog
819,5,12131,False,Dog
820,0,0,True,Dog
821,1,718,False,Cat
822,3,7149,False,Dog
823,3,2314,True,Dog
824,0,0,True,Dog
825,1,442,True,Both
826,1,748,False,Cat
827,0,0,False,Cat
828,2,3603,False,Dog
829,0,0,True,Dog
830,2,2874,True,Cat
831,0,0,False,Dog
832,1,374,True,Cat
833,3,4861,False,Cat
834,3,3019,False,Dog
835,1,4205,True,Cat
836,3,4711,True,Cat
837,0,0,False,Both
838,5,6395,True,Cat
839,3,5713,False,Cat
840,2,2632,True,Dog
841,4,4394,False,Dog
842,1,404,True,Dog
843,2,5906,True,Cat
844,1,406,True,Cat
845,2,3217,True,Dog
846,1,1900,False,Both
847,1,789,False,Cat
848,1,559,False,Cat
849,0,0,True,Cat
850,1,1463,False,Cat
851,0,0,False,Dog
852,2,1154,True,Dog
853,0,0,True,Dog
854,2,1344,True,Both
855,0,0,False,Cat
856,1,664,True,Dog
857,0,0,True,Dog
858,2,3145,True,Dog
859,1,1497,False,Cat
860,0,0,True,Dog
861,0,0,False,Cat
862,1,1422,True,Dog
863,3,4130,True,Dog
864,1,1786,False,Dog
865,0,0,True,Both
866,1,1122,False,Both
867,2,2027,True,Dog
868,1,2014,False,Dog
869,2,2081,True,Dog
870,0,0,False,Dog
871,4,4289,False,Dog
872,1,1569,False,Dog
873,1,2309,True,Dog
874,1,742,False,Dog
875,1,404,False,Dog
876,2,4116,True,Cat
877,2,5083,False,Cat
878,2,5006,True,Dog
879,3,8902,True,Dog
880,1,2741,True,Cat
881,0,0,False,Cat
882,2,1090,False,Dog
883,3,5014,False,Dog
884,0,0,False,Cat
885,3,3918,True,Dog
886,2,2854,True,Both
887,1,2567,True,Both
888,0,0,True,Dog
889,2,1445,False,Dog
890,2,3445,True,Both
891,3,1977,False,Cat
892,2,4914,False,Cat
893,1,1069,True,Dog
894,2,1778,False,Cat
895,3,3839,False,Cat
896,1,924,False,Cat
897,2,5623,True,Dog
898,1,1586,True,Cat
899,3,6330,True,Cat
900,1,1430,False,Cat
901,1,374,False,Dog
902,1,499,True,Cat
903,4,14191,False,Dog
904,2,1762,True,Cat
905,2,7544,False,Dog
906,0,0,True,Cat
907,3,1804,False,Dog
908,0,0,True,Cat
909,2,3046,True,Dog
910,1,1607,False,Dog
911,1,202,False,Dog
912,1,2216,True,Dog
913,2,1812,False,Dog
914,1,4211,False,Both
915,0,0,True,Dog
916,1,1714,True,Dog
917,2,4246,True,Cat
918,2,1236,False,Dog
919,0,0,True,Dog
920,0,0,True,Both
921,1,442,False,Dog
922,2,4297,False,Cat
923,0,0,False,Dog
924,1,120,False,Dog
925,0,0,False,Cat
926,2,2029,True,Cat
927,0,0,False,Both
928,2,622,True,Cat
929,2,1001,True,Cat
930,1,2977,True,Dog
931,1,237,False,Dog
932,2,2585,False,Both
933,1,2225,True,Dog
934,1,529,False,Cat
935,1,4513,True,Dog
936,2,2796,False,Cat
937,1,229,True,Cat
938,2,4048,True,Cat
939,0,0,False,Dog
940,1,826,False,Dog
941,1,1119,True,Cat
942,2,4346,True,Cat
943,0,0,True,Cat
944,2,3223,False,Dog
945,1,4348,True,Cat
946,2,2486,False,Dog
947,3,3003,True,Dog
948,3,2553,False,Dog
949,2,4650,False,Dog
950,1,2205,True,Cat
951,0,0,True,Cat
952,1,1222,False,Dog
953,0,0,True,Both
954,0,0,True,Cat
955,0,0,True,Cat
956,0,0,True,Cat
957,0,0,True,Cat
958,2,7531,False,Dog
959,2,1011,False,Dog
960,1,2243,False,Cat
961,2,5418,False,Cat
962,1,1324,True,Dog
963,0,0,True,Dog
964,4,8200,True,Cat
965,2,4677,False,Dog
966,2,1154,True,Dog
967,1,3891,True,Both
968,0,0,False,Cat
969,2,2572,False,Dog
970,1,3661,False,Dog
971,1,3674,False,Cat
972,1,2181,False,Cat
973,0,0,True,Cat
974,0,0,False,Dog
975,2,5317,True,Cat
976,2,462,True,Cat
977,2,2652,False,Cat
978,1,2973,True,Dog
979,0,0,True,Cat
980,0,0,True,Cat
981,4,7916,False,Cat
982,0,0,True,Cat
983,0,0,False,Cat
984,0,0,True,Cat
985,1,1088,False,Cat
986,0,0,False,Cat
987,2,2519,True,Dog
988,0,0,False,Dog
989,3,4596,False,Cat
990,2,2744,True,Cat
991,3,4468,True,Cat
992,4,9611,False,Dog
993,0,0,False,Cat
994,1,2225,False,Cat
995,1,4266,False,Dog
996,1,1754,True,Dog
997,1,3906,True,Cat
998,1,2651,True,Cat
999,1,824,False,Cat
1000,3,4430,True,Cat
1001,0,0,True,Cat
1002,0,0,False,Cat
1003,2,1962,False,Cat
1004,0,0,True,Dog
1005,2,5520,False,Dog
1006,1,2309,False,Dog
1007,2,4219,False,Cat
1008,1,1441,True,Both
1009,1,725,True,Dog
1010,0,0,False,Cat
1011,1,1077,False,Cat
1012,0,0,False,Cat
1013,0,0,False,Cat
1014,3,5596,True,Cat
1015,2,1546,True,Cat
1016,0,0,False,Dog
1017,0,0,False,Dog
1018,1,1182,True,Cat
1019,3,3035,True,Cat
1020,1,2997,False,Dog
1021,0,0,True,Cat
1022,0,0,True,Cat
1023,1,3077,False,Dog
1024,0,0,True,Cat
1025,3,6971,True,Cat
1026,3,8266,False,Cat
1027,0,0,True,Cat
1028,1,926,False,Dog
1029,1,202,False,Cat
1030,0,0,False,Cat
1031,3,3899,True,Cat
1032,0,0,False,Dog
1033,1,164,False,Dog
1034,1,735,False,Dog
1035,3,8727,False,Cat
1036,3,4867,True,Cat
1037,0,0,True,Dog
1038,0,0,False,Dog
1039,2,3227,False,Dog
1040,1,1252,False,Cat
1041,1,451,True,Dog
1042,1,3726,True,Cat
1043,0,0,True,Cat
1044,0,0,True,Dog
1045,0,0,False,Cat
1046,1,3954,True,Both
1047,0,0,False,Both
1048,4,5661,True,Both
1049,1,2793,False,Cat
1050,6,16075,False,Dog
1051,3,4717,True,Dog
1052,2,1785,True,Cat
1053,3,5619,True,Both
1054,2,5020,False,Cat
1055,0,0,False,Cat
1056,3,4411,True,Dog
1057,0,0,False,Dog
1058,4,6854,False,Dog
1059,1,787,False,Dog
1060,4,8369,True,Cat
1061,5,6904,True,Dog
1062,1,1196,False,Cat
1063,1,1000,False,Dog
1064,2,4154,False,Both
1065,1,4402,False,Dog
1066,1,926,True,Dog
1067,1,1555,True,Cat
1068,2,2491,False,Cat
1069,1,3227,True,Dog
1070,1,1045,False,Cat
1071,0,0,True,Dog
1072,2,7755,True,Dog
1073,0,0,False,Cat
1074,3,4129,False,Cat
1075,3,2768,True,Dog
1076,0,0,True,Cat
1077,2,4835,True,Cat
1078,1,387,True,Cat
1079,0,0,False,Cat
1080,1,1454,False,Cat
1081,0,0,False,Cat
1082,0,0,False,Dog
1083,2,5428,True,Cat
1084,2,732,True,Cat
1085,0,0,False,Dog
1086,1,475,False,Cat
1087,1,784,True,Cat
1088,0,0,True,Both
1089,0,0,False,Dog
1090,1,788,True,Dog
1091,4,3922,True,Cat
1092,2,3941,True,Cat
1093,0,0,False,Cat
1094,3,4086,True,Dog
1095,0,0,False,Cat
1096,0,0,False,Cat
1097,0,0,False,Cat
1098,3,3312,True,Both
1099,3,3254,False,Dog
1100,2,3928,False,Cat
1101,1,4363,False,Cat
1102,1,814,True,Cat
1103,0,0,True,Cat
1104,1,664,True,Cat
1105,1,359,False,Cat
1106,0,0,False,Dog
1107,0,0,False,Cat
1108,3,6667,False,Cat
1109,0,0,False,Cat
1110,1,3557,True,Cat
